OBJECTID,RecKey,BoxNum,Line1,Line2,Line3,Line4,Line5,Line6,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Pos17,Pos18,Veg1,Veg2,Veg3,Veg4,Veg5,Veg6,Veg7,Veg8,Veg9,Veg10,Veg11,Veg12,Veg13,Veg14,Veg15,Veg16,Veg17,Veg18,Rating1,Rating2,Rating3,Rating4,Rating5,Rating6,Rating7,Rating8,Rating9,Rating10,Rating11,Rating12,Rating13,Rating14,Rating15,Rating16,Rating17,Rating18,Hydro1,Hydro2,Hydro3,Hydro4,Hydro5,Hydro6,Hydro7,Hydro8,Hydro9,Hydro10,Hydro11,Hydro12,Hydro13,Hydro14,Hydro15,Hydro16,Hydro17,Hydro18,DateLoadedInDb,PrimaryKey,DBKey,created_user,created_date,last_edited_user,last_edited_date,GlobalID
145947,COS05000_2020_MC-049,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,M,M,M,Sh,M,M,M,M,Sh,M,Sh,M,M,F,M,M,Sh,6,6,6,6,3,6,6,6,6,4,6,3,6,6,3,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_MC-0492019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{F4C30CF6-BCE8-4A20-84A5-12BF6284BB1E}
145948,COS05000_2020_SD-354,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,Sh,F,Sh,F,F,Sh,NC,F,G,F,NC,F,Sh,F,F,Sh,F,NC,1,2,3,1,2,3,3,3,5,1,2,6,5,3,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_SD-3542019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{0FDFD9D4-3DCE-4DDF-92D3-C5C5DB68D2C1}
145949,COS05000_2020_PJ-141,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,NC,T,T,NC,NC,NC,NC,G,F,U,G,NC,F,U,NC,G,F,1,1,2,2,1,1,2,2,6,3,6,1,1,2,6,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_PJ-1412019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{690C3D1E-422E-46E7-B6FC-9E5691109D1F}
145953,COS05000_2020_SD-353,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,F,F,F,Sh,Sh,Sh,G,G,G,G,G,G,U,NC,Sh,NC,Sh,Sh,3,6,3,6,4,3,4,1,2,3,1,1,6,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_SD-3532019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{9F555ABD-1189-4547-A3CC-A909849215D7}
145957,COS05000_2019_PP-172,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,NC,NC,NC,NC,T,M,T,T,NC,M,M,M,NC,T,T,M,NC,3,1,1,1,3,6,6,2,3,6,3,6,6,6,2,6,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,,0,2019-09-01,COS05000_2019_PP-1722019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{260064BD-73EA-4948-91C8-3B1CA87AC050}
145989,COS05000_2020_SD-352,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,NC,Sh,G,Sh,G,NC,NC,Sh,F,NC,F,Sh,NC,G,G,NC,F,1,6,6,1,6,5,4,2,6,5,3,5,6,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2019-09-01,COS05000_2020_SD-3522019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{4F41C2C0-8305-4846-BFF0-2CEF5B03B333}
146003,COS05000_2020_MMS-085,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,F,F,F,NC,Sh,F,F,NC,F,Sh,F,M,F,F,F,Sh,F,Sh,3,4,2,1,6,2,1,4,2,3,3,6,3,2,4,6,1,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_MMS-0852019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{5658E179-30D6-404E-A197-54C1C95942C6}
146004,COS05000_2019_SS-250,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,F,F,F,F,F,F,U,T,G,G,F,T,T,NC,F,F,NC,6,3,2,5,6,6,4,6,1,2,3,3,6,3,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2019_SS-2502019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{77E3E655-615C-4B0B-AC18-CE5FB7BD34FB}
146005,COS05000_2021_MC-052,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,F,M,M,M,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2021_MC-0522019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{BE488C90-648C-42AA-A8E7-B92BB5E0D7CE}
146006,COS05000_2020_SS-253,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,F,U,M,G,M,F,Sh,M,Sh,M,F,G,M,F,F,M,F,F,1,1,6,6,5,3,6,6,4,6,6,6,6,5,3,6,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2020_SS-2532019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{CABCA178-143F-4A5E-84A9-1BC86E2390FF}
146066,COS05000_2019_AS-002,,1,1,2,,,,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,M,M,Sh,M,M,M,Sh,M,M,Sh,M,M,M,M,M,M,M,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,COS05000_2019_AS-0022019-09-01,CO2019RawCleaned.gdb,DBROWNING,4/6/2020 17:36:13,DBROWNING,4/6/2020 17:36:13,{64CA30F0-1102-4A93-8440-48C7B1BADB2D}
153724,1910221126432764,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,Sh,F,Sh,NC,F,G,Sh,Sh,Sh,T,NC,T,Sh,G,G,G,F,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113184774602019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{2463C866-16D4-4D38-A8D3-653D5747BF2E}
153725,1910221126432764,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113184774602019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{C145F147-874D-4A25-8A87-2E52242805A4}
153726,1910221126432764,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113184774602019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{B12E4325-E44E-4FCE-85AE-881F62D72A74}
153727,1910221401192620,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,NC,NC,NC,NC,T,NC,F,NC,NC,T,NC,Sh,F,NC,T,NC,Sh,6,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201256742019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{74AC24CA-8146-47A9-8D5F-03A0AA00B8A5}
153728,1910221401192620,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201256742019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{7779145D-C9A6-4A54-85B9-715BA6DB27E1}
153729,1910221401192620,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201256742019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{BF57FBD7-4920-4C17-90A2-9F569D549146}
153730,1909301558035773,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,G,F,NC,NC,F,M,G,NC,NC,F,M,NC,NC,NC,NC,NC,NC,NC,1,1,1,2,1,6,1,1,2,1,6,2,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113180766112019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{CF22C698-95EC-4FD1-AAE7-A731E4DE428B}
153731,1909301558035773,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113180766112019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{108DF852-3887-49FE-8C20-E4B6DB92C60E}
153732,1909301558035773,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113180766112019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{08F89ADA-C985-44A7-B3FD-75737F84701F}
153733,1910011331209965,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,F,NC,NC,NC,NC,F,NC,NC,M,NC,NC,NC,T,NC,NC,NC,NC,NC,6,1,1,1,1,1,1,1,6,6,5,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113185671212019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{C448AC36-EAD4-4ADD-9D5F-FC547D80D4F8}
153734,1910011331209965,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113185671212019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{9ECCB8F5-A515-4506-AF00-948740015A7D}
153735,1910011331209965,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113185671212019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{176FB2EA-8CD7-4E82-908C-9CEE9772F904}
153736,191001213428249,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,M,M,T,M,NC,M,F,NC,Sh,NC,T,M,Sh,F,M,M,M,6,6,6,1,6,2,6,1,1,6,4,1,6,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19100120454557622019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{B5948778-9A5B-40EA-AA9F-203A87DF04BB}
153737,191001213428249,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19100120454557622019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{3010B892-F290-4992-AFB6-E9E0BB255A74}
153738,191001213428249,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19100120454557622019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{970D6AD5-AA08-4599-BDEB-563C36B6AACA}
153739,1910060838047968,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,,,,,,,NC,Sh,Sh,NC,NC,NC,NC,NC,NC,T,F,NC,,,,,,,1,1,2,1,6,1,1,1,1,1,6,6,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019-09-01,19092113203928252019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{ED9A2BFC-3E8B-4DF8-81CA-5E1757EE371B}
153740,1910060838047968,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113203928252019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{14290C21-47BA-440C-A7B8-3EE9E5FB8467}
153741,1910060838047968,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113203928252019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{CAA1B326-EFDC-421A-B737-094D45CA2A5C}
153742,1910220907315525,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,M,NC,F,M,M,F,G,NC,M,F,G,F,NC,NC,M,M,M,1,6,1,1,6,6,1,1,1,6,1,2,1,1,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182872142019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{16C21EF5-C3F4-4AF3-B943-5A8D683607B3}
153743,1910220907315525,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182872142019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{B7676CE0-3CDD-47B9-B252-8DA9C034EB96}
153744,1910220907315525,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182872142019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{4EFD0967-08FB-4D7F-9C19-8F692B5BF135}
153745,1910221048592459,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,M,G,T,F,M,NC,F,M,M,F,NC,NC,NC,NC,NC,G,M,1,6,1,1,1,6,1,2,6,6,2,1,6,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182114052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{A073844E-FA3E-445E-89FB-A79CE3049031}
153746,1910221048592459,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182114052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{460113D8-628D-435C-9B22-D869F0F2568B}
153747,1910221048592459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113182114052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{FC0F2184-354D-4EC8-AFD8-D3B3839C13EE}
153748,1910221540026296,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,Sh,F,NC,F,NC,NC,NC,NC,NC,T,F,G,NC,NC,NC,T,NC,6,1,1,1,1,1,6,1,1,5,1,6,1,1,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201838052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{AFFCFA02-A656-4E92-934F-202EAD568A06}
153749,1910221540026296,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201838052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{30D063F0-36CA-407D-9A10-7AA15BE1435A}
153750,1910221540026296,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113201838052019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{4903E7A9-8389-43AA-AAA3-997FA91C6CA8}
153751,1910221650573900,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,M,NC,M,NC,NC,NC,NC,NC,M,M,NC,NC,F,F,Sh,NC,NC,NC,6,1,6,1,1,6,1,1,6,6,6,1,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113200615532019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{2AA44CAA-5DA3-404F-B41F-4C8689CD8AB3}
153752,1910221650573900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113200615532019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{FCCE1D8B-0287-4065-9551-51182D1424ED}
153753,1910221650573900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113200615532019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{3CC8199F-40EB-4914-B847-551B27787F76}
153754,1910230813313577,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,G,NC,NC,NC,M,T,NC,NC,T,F,F,G,G,NC,NC,T,NC,Sh,1,1,1,2,6,1,1,1,1,1,1,1,2,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113205127192019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{42F49E29-8547-4CA0-B140-084F04D8F147}
153755,1910230813313577,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113205127192019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{E3BA226E-071A-4927-AEB1-8AC3EDFAF0D8}
153756,1910230813313577,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113205127192019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{5A933EE0-7346-48BF-99CB-07F107EADA53}
153757,1910230858042580,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,T,F,NC,F,NC,NC,F,NC,T,NC,T,T,NC,NC,NC,F,T,1,1,1,1,1,1,1,1,1,6,2,1,6,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113211460872019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{80B7C4DF-4087-4499-9A5F-CCF08B198691}
153758,1910230858042580,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113211460872019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{40A6FB97-CA35-49D0-B63E-351B72B1167A}
153759,1910230858042580,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113211460872019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{6B700FBC-14F8-45DB-B990-424676CD8446}
153760,1910230954276302,1,1,1,2,2,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,NC,NC,NC,NC,M,NC,NC,NC,F,NC,NC,M,F,NC,NC,NC,NC,NC,1,1,1,2,6,1,1,1,1,1,1,6,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113204686952019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{0CA0076F-E2E9-41C7-B9E6-02AC5D632262}
153761,1910230954276302,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113204686952019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{D7B54549-4835-4FC9-B274-1D5A1E7205B7}
153762,1910230954276302,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113204686952019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{3CE4F782-A1D2-4C0B-9F23-CD303347122C}
153763,1910251145465830,1,2,2,1,1,3,3,4,8,12,16,20,24,4,8,12,16,20,24,4,8,12,16,20,24,F,NC,F,NC,F,NC,F,NC,NC,NC,T,NC,NC,M,M,M,F,NC,1,1,1,1,1,1,5,1,1,6,1,6,6,6,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113205733612019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{7F56F4F5-357A-4C71-A34A-9B614B1D43E0}
153764,1910251145465830,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,19092113205733612019-09-01,CO_UncompahgreFO_ESR_2019_5-4_02.mdb,DBROWNING,6/23/2020 23:37:01,DBROWNING,6/23/2020 23:37:01,{25B3D582-3556-4935-9A58-9170906C2F4F}
